nome;id;base;Calorias;Proteína;Carboidrato;Energia;Colesterol;Lipídeos;Fibra Alimentar;Vitamina C;Ferro;Cálcio;Sódio;Magnésio;Potássio;Manganês;Fósforo;Cobre;Zinco;Retinol;Tiamina;Riboflavina;Piridoxina;Niacina;RE;RAE;Umidade
Omelete, de queijo;258;100;268;15,6;0,4;1121.0;384;22;0;0;1,4;166;216;14;127;0,03;314;0,03;1,4;59;0,03;0,24;0;0;0;0;60,5
Ovo, de codorna, inteiro, cru;230;100;177;13,7;0,8;740.0;568;12,7;0;0;3,3;79;129;11;79;0;279;0,04;2,1;305;0,11;0,12;0;0,97;0;0;71,7
Ovo, de galinha, clara, cozida/10minutos;294;100;59;13,4;0;249.0;0;0,1;0;0;0,1;6;181;11;146;0;15;0,03;0;0;0;0,08;0;0;0;0;85,2
Ovo, de galinha, gema, cozida/10minutos;333;100;353;15,9;1,6;1476.0;1272;30,8;0;0;2,9;114;45;9;87;0,06;386;0;2,9;148;0,18;0,22;0;0;0;0;50
Ovo, de galinha, inteiro, cozido/10minutos;374;100;146;13,3;0,6;610.0;397;9,5;0;0;1,5;49;146;11;139;0,02;184;0,04;1,2;32;0,08;0,3;0;0;0;0;75,8
Ovo, de galinha, inteiro, cru;16;100;143;13;1,6;599.0;356;8,9;0;0;1,6;42;168;13;150;0;164;0,06;1,1;79;0,07;0,58;0;0,75;0;0;75,6
Ovo, de galinha, inteiro, frito;51;100;240;15,6;1,2;1005.0;516;18,6;0;0;2,1;73;166;16;184;0,03;422;0,04;1,5;94;0,06;0,32;0;0;0;0;63,5
Palmito, juçara, em conserva;450;100;23;1,8;4,3;97.0;0;0,4;3,2;2;0,3;58;514;34;244;10,82;40;0,23;0,7;0;0,06;0,04;0;0;0;0;91,4
Palmito, pupunha, em conserva;131;100;29;2,5;5,5;123.0;0;0,5;2,6;8,7;0,2;32;563;25;206;0,14;55;0,08;0,4;0;0,03;0;0;0;0;0;89,4
Pamonha, barra para cozimento, pré-cozida;319;100;171;2,6;30,7;716.0;0;4,8;2,4;0;0,4;4;132;15;125;0,12;55;0,03;0,4;0;0;0;0;0;0;0;61,3
Pastel, de carne, cru;558;100;289;10,7;42;1208.0;18;8,8;1;0;2;17;1309;18;166;0,34;117;0,11;1,7;0;0,06;0,03;0;1,58;0;0;34,4
Pastel, de carne, frito;112;100;388;10,1;43,8;1625.0;25;20,1;1;0;2,5;13;1040;14;156;0,22;90;0,12;1,2;0;0,06;0,05;0;1,83;0;0;22,9
Pastel, de queijo, cru;28;100;308;9,9;45,9;1291.0;14;9,6;1,1;0;1;155;985;16;103;0,24;168;0,1;1;0;0,07;0,03;0;0;0;0;31,3
Pastel, de queijo, frito;310;100;422;8,7;48,1;1766.0;15;22,7;0,9;0;1,3;126;821;15;124;0,2;124;0,1;0,8;18;0,09;0,04;0;0;18;18;17,5
Pastel, massa, crua;105;100;310;6,9;57,4;1298.0;0;5,5;1,4;0;1,1;13;1344;14;167;0,38;73;0,11;0,6;0;0,15;0;0;0;0;0;27,1
Pastel, massa, frita;504;100;570;6;49,3;2384.0;0;40,9;1,3;0;1,4;11;1175;13;143;0,36;62;0,08;0,5;0;0,16;0;0;0;0;0;1
Paçoca, amendoim;551;100;487;16;52,4;2037.0;0;26,1;7,3;0;1,1;22;167;101;348;1,06;198;0,38;1,6;0;0;0;1,2;0;0;0;1,8
Pepino, cru;80;100;10;0,9;2;40.0;0;0;1,1;5;0,1;10;0;9;154;0,08;12;0,04;0,1;0;0;0,03;0;0;4;4;96,8
Pequi, cru;239;100;205;2,3;13;858.0;0;18;19;8,3;0,3;32;0;30;298;0,64;34;0,21;1;0;0,17;0,48;0,06;2,57;60;60;65,9
Peru, congelado, assado;327;100;163;26,2;0;682.0;91;5,7;0;0;0,6;14;628;12;175;0,02;197;0,03;1,2;0;0,06;0;0;6,23;0;0;65,3
Peru, congelado, cru;324;100;94;18,1;0;392.0;68;1,8;0;0;0,9;10;711;19;281;0;217;0,36;1,4;0;0,06;0;0;4,23;0;0;78,2
Pescada, branca, crua;270;100;111;16,3;0;464.0;51;4,6;0;0;0,2;16;76;19;261;0,01;136;0;0,3;3;0;0,04;0;0,6;3;3;79,6
Pescada, branca, frita;98;100;223;27,4;0;933.0;165;11,8;0;0;0,5;378;107;30;355;0,06;504;0,08;1,1;39;0,08;0,11;0;8,07;39;39;57
Pescada, filé, com farinha de trigo, frito;181;100;283;21,4;5;1186.0;73;19,1;0;0;0,9;26;91;28;216;0,07;216;0,03;0,4;18;0;0,03;0;0,6;18;18;53,2
Pescada, filé, cru;216;100;107;16,7;0;449.0;65;4;0;0;0,2;14;77;23;253;0,01;141;0;0,3;48;0;0,05;0;3,1;48;48;79,5
Pescada, filé, frito;412;100;154;28,6;0;645.0;81;3,6;0;0;0,3;10;115;21;249;0;204;0,03;0,6;4;0,14;0;0;8,87;4;4;66,8
Pescada, filé, molho escabeche;313;100;142;11,8;5;594.0;43;8;0,8;6,9;1,5;20;51;18;208;0,08;105;0,36;0,3;19;0;0,03;0;1,1;0;0;74,5
Pescadinha, crua;257;100;76;15,5;0;320.0;84;1,1;0;0;0,5;332;120;34;304;0,07;327;0,1;0,6;0;0,08;0;0;6,6;0;0;80,6
Pimentão, amarelo, cru;83;100;28;1,2;6;117.0;0;0,4;1,9;201,4;0,4;10;0;11;221;0,08;22;0,04;0,2;0;0,04;0,03;0,06;0;40;40;91,9
Pimentão, verde, cru;26;100;21;1,1;4,9;89.0;0;0,2;2,6;100,2;0,4;9;0;8;174;0,14;17;0,07;0,1;0;0;0;0;0;46;46;93,5
Pimentão, vermelho, cru;543;100;23;1;5,5;97.0;0;0,1;1,6;158,2;0,3;6;0;11;211;0,06;20;0,04;0,2;0;0,05;0,06;0,02;0;96;96;92,9
Pinha, crua;197;100;88;1,5;22,4;370.0;0;0,3;3,4;35,9;0,2;21;1;31;283;0,15;34;0,11;0,2;0;0,12;0,04;0,09;0;0;0;75
Pinhão, cozido;261;100;174;3;43,9;730.0;0;0,7;15,6;27,7;0,8;16;1;53;727;0,41;166;0,18;0,8;0;0;0;0;0;0;0;50,5
Pintado, assado;104;100;192;36,5;0;801.0;126;4;0;0;0,8;114;81;42;527;0,08;332;0,04;2,1;7;0,03;0;0;6,63;7;7;57
Pintado, cru;160;100;91;18,6;0;381.0;50;1,3;0;0;0,2;12;43;24;294;0,01;174;0,03;0,4;0;0;0;0;4,95;0;0;80,3
Pintado, grelhado;318;100;152;30,8;0;637.0;99;2,3;0;0;0,5;69;53;27;360;0,03;237;0,04;0,8;5;0,03;0;0;2,87;5;5;65,5
Pipoca, com óleo de soja, sem sal;17;100;448;9,9;70,3;1876.0;0;15,9;14,3;0;1,2;3;4;91;256;0,65;225;0,46;2;0;0,03;0,03;0;0;0;0;2,8
Pitanga, crua;315;100;41;0,9;10,2;173.0;0;0,2;3,2;24,9;0,4;18;2;12;113;0,36;13;0,08;0,4;0;0,03;0,1;0;0;154;154;88,3
Pitanga, polpa, congelada;34;100;19;0,3;4,8;80.0;0;0,1;0,7;0;0,4;8;5;6;87;0,05;12;0,06;0,1;0;0;0;0;0;146;146;94,6
Polenta, pré-cozida;10;100;103;2,3;23,3;430.0;0;0,3;2,4;0;0;1;442;4;100;0;17;0,04;0,1;0;0,04;0;0;0;0;0;72,7
Polvilho, doce;79;100;351;0,4;86,8;1470.0;0;0;0,2;0;0,5;27;2;4;38;0,09;8;0;0;0;0;0;0;0;0;0;12,6
Porco, bisteca, crua;29;100;164;21,5;0;687.0;56;8;0;0;0,5;6;54;24;335;0;195;0,07;1,4;0;0,9;0;0;2,65;0;0;67,7
Porco, bisteca, frita;487;100;311;33,7;0;1302.0;126;18,5;0;0;0,8;69;63;29;404;0,01;290;0,07;2,2;10;0,34;0;0;3,25;10;10;47,3
Porco, bisteca, grelhada;436;100;280;28,9;0;1172.0;82;17,4;0;0;0,9;34;51;25;366;0;229;0,06;2,3;0;0,77;0,14;0,03;1,92;0;0;51,8
Porco, costela, assada;110;100;402;30,2;0;1683.0;113;30,3;0;0;1;17;63;14;246;0;201;0,07;3,1;0;0,71;0,05;0;10,63;0;0;36,9
Porco, costela, crua;365;100;256;18;0;1069.0;69;19,8;0;0;0,9;15;88;18;248;0;159;0,05;2,3;0;0,62;0;0;8,27;0;0;61,2
Porco, lombo, assado;549;100;210;35,7;0;880.0;103;6,4;0;0;0,5;20;39;18;311;0;238;0,03;1,8;0;0,75;0,07;0,11;12,43;0;0;56,6
Porco, lombo, cru;288;100;176;22,6;0;735.0;55;8,8;0;0;0,5;4;53;24;334;0;195;0,01;0,9;0;0,95;0;0;13,83;0;0;67,7
Porco, orelha, salgada, crua;499;100;258;18,5;0;1082.0;83;19,9;0;0;1,4;5;616;2;228;0,01;31;0,23;0,6;0;0,07;0,03;0;0;0;0;59,7
Porco, pernil, assado;146;100;262;32,1;0;1097.0;110;13,9;0;0;1,3;18;62;27;395;0,01;247;0,09;3,3;0;0,77;0,09;0;6,57;0;0;49,3
Porco, pernil, cru;46;100;186;20,1;0;778.0;59;11,1;0;0;0,9;13;102;23;256;0;192;0,16;1,7;0;1,06;0,06;0;5,67;0;0;67,1
Porco, rabo, salgado, cru;256;100;377;15,6;0;1579.0;89;34,5;0;0;0,6;22;1158;4;24;0,01;42;0,05;1,4;0;0,2;0,06;0;1,43;0;0;43,8
Porquinho, cru;510;100;93;20,5;0;389.0;49;0,6;0;0;0,4;26;67;24;313;0,05;207;0,04;0,7;5;0;0;0;1,19;5;5;79,2
Presunto, com capa de gordura;185;100;128;14,4;1,4;535.0;40;6,8;0;0;0,7;12;1021;17;295;0,04;274;0,04;1,3;0;0,62;0,03;0;3,78;0;0;73,9
Presunto, sem capa de gordura;554;100;94;14,3;2,1;392.0;36;2,7;0;0;0,8;23;1039;18;307;0,04;244;0,04;1,5;0;0,5;0,03;0;4;0;0;77,2
Pupunha, cozida;330;100;219;2,5;29,6;914.0;0;12,8;4,3;2,2;0,5;28;1;25;303;0,13;49;0,28;0,3;0;0;0,09;0,03;0;875;875;54,5
Pão, aveia, forma;470;100;343;12,4;59,6;1435.0;0;5,7;6;0;4,7;109;606;57;210;1,08;182;0,14;1,7;0;0,09;0,03;0,08;0;0;0;19,9
Pão, de queijo, assado;53;100;363;5,1;34,2;1519.0;68;24,6;0,6;0;0,3;102;773;8;93;0,03;94;0,01;0,6;61;0,04;0,1;0,04;0;0;0;33,7
Pão, de queijo, cru;204;100;295;3,6;38,5;1232.0;63;14;1;0;0,3;88;405;7;58;0;79;0;0,4;48;0;0,08;0;0;0;0;41,8
Pão, de soja;9;100;309;11,3;56,5;1292.0;0;3,6;5,7;0;3,3;90;663;48;296;0,57;153;0,16;1,5;0;0,07;0,04;0,79;0;0;0;26
Pão, glúten, forma;168;100;253;12;44,1;1059.0;0;2,7;2,5;0;5,7;156;22;24;65;0,51;105;0,06;1,3;0;0,04;0,03;0;0;0;0;40,7
Pão, milho, forma;134;100;292;8,3;56,4;1222.0;6;3,1;4,3;0;3;78;507;29;89;0,37;110;0,1;0,8;0;0,08;0;0,08;0;0;0;30,4
Pão, trigo, forma, integral;3;100;253;9,4;49,9;1059.0;0;3,7;6,9;0;3;132;506;60;163;1,62;193;0,15;1,6;0;0,08;0,04;0,15;0;0;0;34,7
Pão, trigo, francês;301;100;300;8;58,6;1254.0;0;3,1;2,3;0;1;16;648;25;142;0,46;95;0,13;0,8;3;0,39;0,67;0,6;2,34;0;0;28,5
Pão, trigo, sovado;137;100;311;8,4;61,5;1301.0;17;2,8;2,4;0;2,3;52;431;22;91;0,31;101;0;2,7;0;0,08;0,04;0,15;0;0;0;25,8
Pé-de-moleque, amendoim;67;100;503;13,2;54,7;2105.0;0;28;3,4;0;1,3;27;16;108;355;1,09;171;0,43;1,4;0;0,04;0,03;0,11;5,94;0;0;2,9
Pêra, Park, crua;528;100;61;0,2;16,1;254.0;0;0,2;3;2,4;0,3;9;1;6;102;0,04;12;0,08;0,1;0;0,06;0;0;0;0;0;83,2
Pêra, Williams, crua;35;100;53;0,6;14;223.0;0;0,1;3;2,8;0,1;8;0;6;116;0,04;12;0,07;0,1;0;0;0;0;0;0;0;85
Pêssego, Aurora, cru;532;100;36;0,8;9,3;152.0;0;0;1,4;3,3;0,2;3;0;4;124;0,05;15;0,02;0,1;0;0,05;0;0;0;0;0;89,3
Pêssego, enlatado, em calda;366;100;63;0,7;16,9;264.0;0;0;1;0;0,6;4;3;4;95;0,03;9;0,04;0,1;0;0;0;0;0;48;48;82,2
Queijo, minas, frescal;545;100;264;17,4;3,2;1106.0;62;20,2;0;0;0,9;579;31;7;105;0,02;123;0;0,3;161;0;0,25;0;0;0;0;56,1
Queijo, minas, meia cura;121;100;321;21,2;3,6;1342.0;76;24,6;0;0;0,2;696;501;27;120;0,02;403;0,07;2,7;111;0,03;0,32;0;0;0;0;47,1
Queijo, mozarela;387;100;330;22,6;3;1380.0;80;25,2;0;0;0,3;875;581;24;62;0,03;470;0,08;3,5;109;0;0,2;0;0;0;0;45,3
Queijo, parmesão;535;100;453;35,6;1,7;1895.0;106;33,5;0;0;0,5;992;1844;33;96;0,05;745;0,17;4,4;66;0;0,44;0,23;0;0;0;21,2
Queijo, pasteurizado;364;100;303;9,4;5,7;1268.0;82;27,4;0;0;0,3;323;780;16;194;0,01;578;0,05;1,3;57;0;0,2;0;0;0;0;54,4
Queijo, petit suisse, morango;33;100;121;5,8;18,5;507.0;12;2,8;0;0;0,1;731;412;27;121;0,02;448;0,01;2,7;273;0,22;0,27;0,21;2,68;0;0;72,2
Queijo, prato;314;100;360;22,7;1,9;1506.0;91;29,1;0;0;0,3;940;580;28;73;0,03;461;0,1;3,5;123;0;0,22;0;0;0;0;42,4
Queijo, requeijão, cremoso;511;100;257;9,6;2,4;1074.0;74;23,4;0;0;0,1;259;558;12;93;0,02;448;0,05;1,3;195;0;0,19;0;0;0;0;62,5
Queijo, ricota;14;100;140;12,6;3,8;585.0;49;8,1;0;0;0,1;253;283;12;112;0;162;0;0,5;53;0;0,15;0;0;0;0;73,6
Quiabo, cru;5;100;30;1,9;6,4;125.0;0;0,3;4,6;5,6;0,4;112;1;50;249;0,46;56;0,17;0,6;0;0,1;0;0,03;0;49;49;90,6
Quibe, assado;40;100;136;14,6;12,9;570.0;34;2,7;1,9;0;2,2;16;40;36;288;0,76;174;0,51;4,1;0;0,04;0,04;0;1,81;0;0;69
Quibe, cru;417;100;109;12,4;10,8;458.0;27;1,7;1,6;0;1,7;12;39;26;242;0,39;126;0,13;2,8;0;0,09;0,03;0;1,2;0;0;74,5
Quibe, frito;432;100;254;14,9;12,3;1062.0;38;15,8;0;0;2;22;836;39;322;0,72;166;0,16;2,8;0;0,12;0,1;0;1,5;0;0;54
Quibebe;71;100;86;8,6;6,6;361.0;0;2,7;1,7;0;0,8;8;247;10;153;0,05;43;0,61;1,6;0;0;0,03;0,04;0;105;105;81,1
Quindim;577;100;411;4,7;46,3;1721.0;271;24,4;3,2;0;1,4;37;27;15;111;0,25;168;0,1;1,1;76;0;0,04;0,04;1,14;0;0;23,9
Rabanete, cru;347;100;14;1,4;2,7;57.0;0;0,1;2,2;9,6;0,4;21;11;10;328;0,07;25;0,02;0,2;0;0,06;0,02;0,04;0;0;0;95,1
Rapadura;493;100;352;1;90,8;1473.0;0;0,1;0;0;4,4;30;22;47;459;1,66;21;0,17;0,6;0;0;0;0,04;0;0;0;7,1
Refrigerante, tipo cola;237;100;34;0;8,7;140.0;0;0;0;0;0;1;7;0;1;0;17;0;0;0;0;0;0;0;0;0;91,3
Refrigerante, tipo laranja;389;100;46;0;11,8;191.0;0;0;0;0;0;2;9;1;16;0;1;0;0;0;0;0;0;0;0;0;88,2
Refrigerante, tipo água tônica;122;100;31;0;8;129.0;0;0;0;0;0;1;8;0;2;0;0;0;0;0;0;0;0;0;0;0;92
Repolho, branco, cru;218;100;17;0,9;3,9;72.0;0;0,1;1,9;18,7;0,2;35;4;9;150;0,13;14;0,02;0,2;0;0;0,03;0,06;0;6;6;94,7
Repolho, roxo, cru;60;100;31;1,9;7,2;129.0;0;0,1;2;43,2;0,5;44;2;18;328;0,25;58;0,9;0,3;0;0,07;0;0,09;0;0;0;90,1
Repolho, roxo, refogado;43;100;42;1,8;7,6;175.0;0;1,2;1,8;40,5;0,5;43;3;17;321;0,26;59;0,02;0,3;0;0,07;0;0,07;0,63;0;0;88,7
Romã, crua;287;100;56;0,4;15,1;233.0;0;0;0,4;8,1;0,3;5;1;13;485;0,13;40;0,19;0,7;0;0,12;0,17;0,05;0;0;0;84
Rúcula, crua;31;100;13;1,8;2,2;55.0;0;0,1;1,7;46,3;0,9;117;9;18;233;0,24;25;0,04;0,2;0;0,04;0;0;0,35;533;533;94,8
Salada, de legumes, com maionese;251;100;96;1,1;8,9;402.0;7;7;2,2;0;0,2;12;228;9;141;0,1;22;0,04;0,2;0;0,04;0;0,04;0;283;283;82
Salada, de legumes, cozida no vapor;300;100;35;2;7,1;148.0;0;0,3;2,5;29,4;0,4;33;3;19;244;0,24;45;0,17;0,3;0;0,05;0,03;0,03;0;510;510;90
Salame;466;100;398;25,8;2,9;1665.0;85;30,6;0;0;1,3;87;1574;30;548;0,03;354;0,05;3,2;0;0,88;0,23;0;12,49;0;0;34,7
Salmão, filé, com pele, fresco, grelhado;430;100;229;23,9;0;957.0;85;14;0;0;0,5;29;85;28;384;0,02;300;0,04;0,6;0;0,13;0,06;0;5,35;0;0;60,9
Salmão, sem pele, fresco, cru;7;100;170;19,3;0;710.0;53;9,7;0;0;0,2;9;64;27;376;0;259;0,02;0,3;0;0,2;0,03;0;3,21;0;0;69
Salmão, sem pele, fresco, grelhado;226;100;243;26,1;0;1015.0;73;14,5;0;0;0,4;15;96;38;518;0,01;352;0,04;0,5;0;0,23;0,03;0;6,3;0;0;58,1
Salpicão, de frango;123;100;148;13,9;4,6;619.0;53;7,8;0,4;9,3;0,3;9;248;13;149;0,03;103;0,08;0,4;0;0,05;0;0;1,48;15;15;72,5
Salsa, crua;306;100;33;3,3;5,7;140.0;0;0,6;1,9;51,7;3,2;179;2;21;711;1,88;49;0,2;1,3;0;0,12;0,15;0,47;0,72;1743;1743;88,7
Sarapatel;574;100;123;18,5;1,1;515.0;315;4,4;0;0;7,2;12;216;13;199;0,1;164;1,48;1,8;1464;0;0,11;0;3,84;0;0;75
Sardinha, assada;452;100;164;32,2;0;688.0;109;3;0;0;1,3;438;74;51;574;0,24;578;0,14;1,8;0;0,06;0;0;5,83;0;0;60,1
Sardinha, conserva em óleo;178;100;285;15,9;0;1192.0;73;24;0;0;3,5;550;666;35;367;0,11;496;0,03;1,6;0;0,42;0,04;0;6,55;0;0;55,1
Sardinha, frita;413;100;257;33,4;0;1075.0;103;12,7;0;0;1,1;482;60;39;460;0,25;629;0,14;1,6;0;0,06;0;0;7,1;0;0;48,5
Sardinha, inteira, crua;567;100;114;21,1;0;477.0;61;2,7;0;0;1,3;167;60;29;312;0,1;294;0,13;1,3;0;0;0,07;0;7,7;0;0;76,6
Seleta de legumes, enlatada;39;100;57;3,4;12,7;237.0;0;0,4;3,1;0;1,1;16;398;16;122;0,13;49;0,08;0,5;0;0,03;0;0;3,72;244;244;82,1
Serralha, crua;316;100;30;2,7;4,9;127.0;0;0,7;3,5;1,5;1,3;126;19;30;265;0,23;48;0,2;1,3;0;0;0,11;0,08;0;1134;1134;90,2
Shoyu;500;100;61;3,3;11,6;255.0;0;0,3;0;0;0,5;15;5024;24;165;0,07;47;0;0,2;0;0,83;0,06;0,15;2,1;0;0;70,6
Soja, extrato solúvel, natural, fluido;410;100;39;2,4;4,3;164.0;0;1,6;0,4;0;0,4;17;57;15;121;0,15;53;0,08;0,3;0;0;0;0;0;0;0;91,3
Soja, extrato solúvel, pó;515;100;459;35,7;28,5;1920.0;0;26,2;7,3;9,2;7;359;83;216;1607;2,68;647;1,19;5,8;0;0;0,11;0,35;0;0;0;4,5
Soja, farinha;523;100;404;36;38,4;1690.0;0;14,6;20,2;0;13,1;206;6;242;1922;2,87;539;1,29;4,5;0;0,2;0,04;0,03;0;0;0;5,8
Soja, queijo (tofu);396;100;64;6,6;2,1;270.0;0;4;0,8;0;1,4;81;1;38;182;0,33;130;0,18;0,9;0;0,04;0;0,03;0;0;0;86,6
Tabule;357;100;57;2;10,6;240.0;0;1,2;2,1;16,2;0,6;19;1;18;188;0,37;35;0,12;0,6;0;0,03;0;0;0,6;0;0;85,8
Tacacá;92;100;47;7;3,4;196.0;71;0,4;0,2;0;0,9;45;1349;30;240;0,12;89;0,22;0,8;0;0,05;0;0;0;35;35;85,2
Taioba, crua;195;100;34;2,9;5,4;143.0;0;0,9;4,5;17,9;1,9;141;1;38;290;0,66;53;0,16;0,6;0;0;0,1;0,1;0;1160;1160;89,2
Tamarindo, cru;320;100;276;3,2;72,5;1154.0;0;0,5;6,4;7,2;0,6;37;0;59;723;0,34;55;0,29;0,7;0;0,31;0;0,1;0;0;0;22
Tangerina, Poncã, crua;170;100;38;0,8;9,6;158.0;0;0,1;0,9;48,8;0,1;13;0;8;131;0,04;12;0,03;0;0;0,06;0,02;0,02;0;47;47;89,2
Tangerina, Poncã, suco;564;100;36;0,5;8,8;151.0;0;0;0;41,8;0;4;0;6;119;0,02;9;0,02;0;0;0,06;0;0,03;0;51;51;90,4
Tapioca, com manteiga;409;100;348;0,1;63,6;1455.0;31;10,9;0;0;0,2;30;158;3;19;0,06;8;0,01;0;75;0;0;0;0;0;0;24,9
Tempero a base de sal;52;100;21;2,7;2,1;89.0;0;0,3;0,6;0;0;0;32560;0;0;0;0;0;0;0;0;0;0;0;0;0;7,7
Tomate, com semente, cru;371;100;15;1,1;3,1;64.0;0;0,2;1,2;21,2;0,2;7;1;11;222;0,07;20;0,04;0,1;0;0,12;0;0,02;0;54;54;95,1
Tomate, extrato;308;100;61;2,4;15;255.0;0;0,2;2,8;18;2,1;29;498;29;680;0,18;47;0,2;0,4;0;0;0;0,11;2,42;166;166;79,7
Tomate, molho industrializado;155;100;38;1,4;7,7;161.0;0;0,9;3,1;2,7;1,6;12;418;17;388;0,08;27;0,08;0,1;0;0;0;0,06;0;76;76;88,1
Tomate, purê;305;100;28;1,4;6,9;117.0;0;0;1;5,4;1,3;13;104;15;308;0;30;0,09;0,3;0;0;0;0,07;1,18;90;90;90,8
Tomate, salada;133;100;21;0,8;5,1;86.0;0;0;2,3;12,8;0,3;7;5;10;161;0,04;23;0,07;0,2;0;0,06;0,04;0,05;0;0;0;93,6
Torrada, pão francês;461;100;377;10,5;74,6;1579.0;0;3,3;3,4;0;1,2;19;829;32;189;0,55;114;0,16;0,9;0;0,38;0;0;0;0;0;9
Toucinho, cru;171;100;593;11,5;0;2479.0;73;60,3;0;0;0,4;2;50;4;58;0;35;0,11;0,2;0;0;0;0;5,1;0;0;27,6
Toucinho, frito;224;100;697;27,3;0;2914.0;89;64,3;0;0;0,9;9;125;9;171;0,01;95;0,1;0,8;0;0;0;0;5,03;0;0;6,3
Tremoço, cru;283;100;381;33,6;43,8;1595.0;0;10,3;32,3;25;2,8;177;3;121;708;0;265;0,79;4,2;0;0,24;0;0,07;0;0;0;9,7
Tremoço, em conserva;572;100;121;11,1;12,4;505.0;0;3,8;14,4;0;0,3;16;1809;4;5;0;40;0,27;0,6;0;0;0;0;0;0;0;67,7
Tucumã, cru;350;100;262;2,1;26,5;1096.0;0;19,1;12,7;18;0,6;46;4;121;401;0,55;53;0,39;0,9;0;0,04;0;0,11;0;2363;2363;51,3
Tucunaré, filé, congelado, cru;530;100;88;18;0;367.0;47;1,2;0;0;0,3;19;57;26;288;0,01;168;0,1;0,4;0;0;0,05;0;0,9;0;0;79,9
Tucupi, com pimenta-de-cheiro;507;100;27;2,1;4,7;114.0;0;0,3;0,2;46,4;1,1;28;5;42;391;0,52;31;0,12;0,9;0;0;0;0,05;0;51;51;91,9
Umbu, cru;174;100;37;0,8;9,4;155.0;0;0;2;24,1;0,1;12;0;11;152;0,03;13;0,04;0,4;0;0,05;0,06;0,03;0;0;0;89,3
Umbu, polpa, congelada;496;100;34;0,5;8,8;142.0;0;0,1;1,3;4;0,2;11;6;8;154;0,05;13;0,04;0,1;0;0;0,06;0;0;0;0;90,2
Uva, Itália, crua;435;100;53;0,7;13,6;221.0;0;0,2;0,9;3,3;0,1;7;0;5;162;0,13;12;0,11;0;0;0;0;0,03;0;5;5;85
Uva, Rubi, crua;460;100;49;0,6;12,7;205.0;0;0,2;0,9;1,9;0,2;8;8;6;159;0,07;23;0,05;0;0;0,02;0,02;0;0;0;0;86,1
Uva, suco concentrado, envasado;234;100;58;0;14,7;241.0;0;0;0,2;21;0,1;9;10;7;54;0,2;10;0,13;0,1;0;0,07;0,02;0,05;0;0;0;85,1
Vaca atolada;136;100;145;5,1;10,1;606.0;19;9,3;2,3;0;0,7;63;26;16;220;0,04;72;0,12;1,2;0;0;0;0;0,77;0;0;75
Vagem, crua;406;100;25;1,8;5,3;104.0;0;0,2;2,4;1,2;0,4;41;0;18;208;0,5;28;0,06;0,3;0;0;0,08;0;0;32;32;92,2
Vatapá;520;100;255;6;9,7;1066.0;44;23,2;1,7;0;1,4;47;880;39;209;0,48;108;0,28;0,9;0;0;0;0;1,8;0;0;58,4
Virado à paulista;55;100;307;10,2;14,1;1284.0;66;25,6;2,2;0;1,1;41;346;22;237;0,15;135;0,07;1;10;0,14;0,05;0;2,6;0;0;48,6
Yakisoba;253;100;113;7,5;18,3;472.0;0;2,6;1,1;0;0,6;14;794;13;159;0,15;83;0,06;0,7;0;0,16;0;0;2,09;62;62;69,4
Óleo, de babaçu;526;100;884;0;0;3699.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Óleo, de canola;95;100;884;0;0;3699.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Óleo, de girassol;135;100;884;0;0;3699.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Óleo, de milho;196;100;884;0;0;3699.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Óleo, de pequi;56;100;884;0;0;3699.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Óleo, de soja;472;100;884;0;0;3699.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
